id,value,severity
src/main/java/org/jhotdraw/draw/TextFigure.java,13,3
src/main/java/org/jhotdraw/draw/TextHolderFigure.java,1,3
src/main/java/org/jhotdraw/draw/tool,,
src/main/java/org/jhotdraw/draw/tool/AbstractTool.java,4,3
src/main/java/org/jhotdraw/draw/tool/BezierTool.java,13,3
src/main/java/org/jhotdraw/draw/tool/ConnectionTool.java,8,3
src/main/java/org/jhotdraw/draw/tool/CreationTool.java,9,4
src/main/java/org/jhotdraw/draw/tool/DefaultDragTracker.java,5,3
src/main/java/org/jhotdraw/draw/tool/DefaultHandleTracker.java,9,3
src/main/java/org/jhotdraw/draw/tool/DefaultSelectAreaTracker.java,6,3
src/main/java/org/jhotdraw/draw/tool/DelegationSelectionTool.java,23,3
src/main/java/org/jhotdraw/draw/tool/DnDTracker.java,2,3
src/main/java/org/jhotdraw/draw/tool/ImageTool.java,7,3
src/main/java/org/jhotdraw/draw/tool/SelectAreaTracker.java,1,2
src/main/java/org/jhotdraw/draw/tool/SelectionTool.java,8,3
src/main/java/org/jhotdraw/draw/tool/TextAreaCreationTool.java,8,3
src/main/java/org/jhotdraw/draw/tool/TextAreaEditingTool.java,8,3
src/main/java/org/jhotdraw/draw/tool/TextCreationTool.java,7,3
src/main/java/org/jhotdraw/draw/tool/TextEditingTool.java,5,3
src/main/java/org/jhotdraw/draw/TranslationDirection.java,7,4
src/main/java/org/jhotdraw/draw/TriangleFigure.java,11,4
src/main/java/org/jhotdraw/geom,,
src/main/java/org/jhotdraw/geom/Bezier.java,64,4
src/main/java/org/jhotdraw/geom/BezierPath.java,70,4
src/main/java/org/jhotdraw/geom/BezierPathIterator.java,11,3
src/main/java/org/jhotdraw/geom/ConvexHull.java,6,4
src/main/java/org/jhotdraw/geom/Dimension2DDouble.java,4,4
src/main/java/org/jhotdraw/geom/DoubleStroke.java,22,4
src/main/java/org/jhotdraw/geom/Geom.java,55,4
src/main/java/org/jhotdraw/geom/GrowStroke.java,9,4
src/main/java/org/jhotdraw/geom/Insets2D.java,16,4
src/main/java/org/jhotdraw/geom/Polygon2D.java,44,4
src/main/java/org/jhotdraw/geom/QuadTree.java,10,3
src/main/java/org/jhotdraw/geom/Shapes.java,3,3
src/main/java/org/jhotdraw/gui,,
src/main/java/org/jhotdraw/gui/Arrangeable.java,1,3
src/main/java/org/jhotdraw/gui/AttributeEditor.java,3,2
src/main/java/org/jhotdraw/gui/datatransfer,,
src/main/java/org/jhotdraw/gui/datatransfer/ClipboardUtil.java,4,3
src/main/java/org/jhotdraw/gui/datatransfer/CompositeTransferable.java,5,3
src/main/java/org/jhotdraw/gui/datatransfer/ImageTransferable.java,2,3
src/main/java/org/jhotdraw/gui/datatransfer/OSXClipboard.java,2,5
src/main/java/org/jhotdraw/gui/DisclosureIcon.java,2,2
src/main/java/org/jhotdraw/gui/EditableComponent.java,3,3
src/main/java/org/jhotdraw/gui/EmptyIcon.java,1,3
src/main/java/org/jhotdraw/gui/event,,
src/main/java/org/jhotdraw/gui/event/GenericListener.java,22,3
src/main/java/org/jhotdraw/gui/event/SheetEvent.java,3,3
src/main/java/org/jhotdraw/gui/filechooser,,
src/main/java/org/jhotdraw/gui/filechooser/ExtensionFileFilter.java,1,3
src/main/java/org/jhotdraw/gui/fontchooser,,
src/main/java/org/jhotdraw/gui/fontchooser/AbstractFontChooserModel.java,1,2
src/main/java/org/jhotdraw/gui/fontchooser/DefaultFontChooserModel.java,13,3
src/main/java/org/jhotdraw/gui/fontchooser/FontCollectionNode.java,5,4
src/main/java/org/jhotdraw/gui/fontchooser/FontFaceNode.java,32,4
src/main/java/org/jhotdraw/gui/fontchooser/FontFamilyNode.java,3,3
src/main/java/org/jhotdraw/gui/JComponentPopup.java,8,3
src/main/java/org/jhotdraw/gui/JDisclosureToolBar.java,2,2
src/main/java/org/jhotdraw/gui/JDisclosureToolBarBeanInfo.java,23,3
src/main/java/org/jhotdraw/gui/JFontChooser.java,24,4
src/main/java/org/jhotdraw/gui/JLifeFormattedTexAreaBeanInfo.java,23,3
src/main/java/org/jhotdraw/gui/JLifeFormattedTextArea.java,3,3
src/main/java/org/jhotdraw/gui/JLifeFormattedTextField.java,7,3
src/main/java/org/jhotdraw/gui/JLifeFormattedTextFieldBeanInfo.java,23,3
src/main/java/org/jhotdraw/gui/JMDIDesktopPane.java,17,4
src/main/java/org/jhotdraw/gui/JPopupButton.java,14,3
src/main/java/org/jhotdraw/gui/JPopupButtonBeanInfo.java,24,3
src/main/java/org/jhotdraw/gui/JSheet.java,30,3
src/main/java/org/jhotdraw/gui/PlacardScrollPaneLayout.java,1,3
src/main/java/org/jhotdraw/gui/plaf,,
src/main/java/org/jhotdraw/gui/plaf/palette,,
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser,,
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/ColorIcon.java,5,3
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteCMYKChooser.java,38,4
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteColorChooserMainPanel.java,5,3
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteColorChooserPreviewPanel.java,7,3
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteColorSliderModel.java,1,2
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteColorSlidersChooser.java,3,3
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteColorWheelChooser.java,4,3
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteHSBChooser.java,27,4
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteRGBChooser.java,20,4
src/main/java/org/jhotdraw/gui/plaf/palette/colorchooser/PaletteSwatchesChooser.java,11,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteBorders.java,2,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteButtonBorder.java,10,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteButtonUI.java,3,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteColorChooserUI.java,24,5
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteFontChooserPreviewPanel.java,4,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteFontChooserSelectionPanel.java,15,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteFontChooserUI.java,20,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteFormattedTextFieldUI.java,3,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteLabelUI.java,16,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteLazyActionMap.java,3,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteListCellRenderer.java,5,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteListUI.java,1,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteLookAndFeel.java,3,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteMenuItemUI.java,5,3
src/main/java/org/jhotdraw/gui/plaf/palette/PalettePanelUI.java,5,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteRootPaneUI.java,14,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteSliderThumbIcon.java,8,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteSliderUI.java,19,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteTabbedPaneUI.java,34,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteTextComponentBorder.java,6,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteTextFieldUI.java,3,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteToolBarBorder.java,24,3
